simulation_time,location_id,junction_id,queue_length,downstream_queue_length,Metric,waiting_time,travel_time,downstream_occupancy,spillback
41,location_1,K1,,5.531271710935648,spillback,,,0.2667479510581836,False
42,location_1,K1,,9.625668787695268,spillback,,,0.1175379625199827,False
43,location_1,K1,,0.3511079626867763,spillback,,,0.5803187297001576,False
44,location_1,K1,,18.853982132865216,spillback,,,0.6383920278858828,False
45,location_1,K1,,2.083015637773875,spillback,,,0.3416962803305575,False
46,location_1,K1,,5.973956903674635,spillback,,,0.3056619419054922,False
47,location_1,K1,,10.156495098986388,spillback,,,0.5488869663286656,False
48,location_1,K1,,18.23555010425403,spillback,,,0.139213781865309,False
49,location_1,K1,,7.322591646093917,spillback,,,0.2402551885176392,False
50,location_1,K1,,10.288762297245936,spillback,,,0.1416661472026417,False
51,location_1,K1,,9.242864725585097,spillback,,,0.0441378081897898,False
52,location_1,K1,,16.78047804874884,spillback,,,0.9415149861917714,True
53,location_1,K1,,3.85973248748692,spillback,,,0.9767348242657754,True
54,location_1,K1,,8.11565468402193,spillback,,,0.7520210014605904,False
55,location_1,K1,,9.307934649688953,spillback,,,0.4193838151738652,False
56,location_1,K1,,7.036091832090681,spillback,,,0.7195961775625388,False
57,location_1,K1,,9.775556541769443,spillback,,,0.0448914232174372,False
58,location_1,K1,,11.58851253719684,spillback,,,0.5820286900451822,False
59,location_1,K1,,4.99016336320784,spillback,,,0.803977396370779,True
0,location_1,K2,,17.352208991681483,spillback,,,0.5703512941711845,False
1,location_1,K2,,18.62509259323226,spillback,,,0.5538458407345603,False
2,location_1,K2,,0.6190374327877257,spillback,,,0.2819682204762064,False
3,location_1,K2,,4.300127097947102,spillback,,,0.8663563994746342,True
4,location_1,K2,,12.808268468538618,spillback,,,0.1470300633980359,False
5,location_1,K2,,13.68211413584932,spillback,,,0.2551218314088258,False
6,location_1,K2,,8.96103399986222,spillback,,,0.4278582246999522,False
7,location_1,K2,,17.739072757151703,spillback,,,0.3642641142413672,False
8,location_1,K2,,18.26017452786724,spillback,,,0.4606359128543613,False
9,location_1,K2,,7.198581189310693,spillback,,,0.6478801099164329,False
10,location_1,K2,,12.616739673324844,spillback,,,0.3726345905112085,False
11,location_1,K2,,9.188729175093284,spillback,,,0.9946183206154916,True
12,location_1,K2,,1.7732681338972855,spillback,,,0.2985061790203092,False
13,location_1,K2,,14.776507738448876,spillback,,,0.2696979208268357,False
14,location_1,K2,,11.757894949294489,spillback,,,0.0573870488084387,False
15,location_1,K2,,12.723422958939192,spillback,,,0.2926037067137533,False
16,location_1,K2,,18.932586391444627,spillback,,,0.8531584821014436,True
17,location_1,K2,,16.915501623553148,spillback,,,0.7397754265308866,False
18,location_1,K2,,6.897543638586079,spillback,,,0.2305774974553712,False
19,location_1,K2,,12.621956925707092,spillback,,,0.3037295399742706,False
20,location_1,K2,,17.192349090386678,spillback,,,0.1085903404362853,False
21,location_1,K2,,1.318489073906437,spillback,,,0.5969652125310883,False
22,location_1,K2,,2.716368947705108,spillback,,,0.6644371344099899,False
23,location_1,K2,,0.0543320472559272,spillback,,,0.826844564713406,True
24,location_1,K2,,6.192939011271417,spillback,,,0.6080681628095044,False
25,location_1,K2,,11.789091671314324,spillback,,,0.261712602005053,False
26,location_1,K2,,5.414180345377524,spillback,,,0.6770796969492482,False
27,location_1,K2,,10.031793990393258,spillback,,,0.0419027957276292,False
28,location_1,K2,,3.3313160512887574,spillback,,,0.7408183637218844,False
29,location_1,K2,,19.30629311672621,spillback,,,0.469889320669255,False
30,location_1,K2,,17.425071629655648,spillback,,,0.7089002745751649,False
31,location_1,K2,,16.968407841306718,spillback,,,0.697708580437942,False
32,location_1,K2,,2.3591266559128754,spillback,,,0.4987745249681377,False
33,location_1,K2,,0.4757485494077351,spillback,,,0.758429520713077,False
34,location_1,K2,,11.600947111274614,spillback,,,0.2613936392368731,False
35,location_1,K2,,0.0996181134750684,spillback,,,0.4511027753265111,False
36,location_1,K2,,8.859600613181778,spillback,,,0.8223550501864259,True
37,location_1,K2,,12.171063991154192,spillback,,,0.4662819600099748,False
38,location_1,K2,,3.101684173769561,spillback,,,0.4502291437957664,False
39,location_1,K2,,8.776370789087446,spillback,,,0.5346641862250046,False
40,location_1,K2,,15.804150408532674,spillback,,,0.428649273103317,False
41,location_1,K2,,18.080402311386376,spillback,,,0.7891675208579388,False
42,location_1,K2,,5.14225471256572,spillback,,,0.5753308886379852,False
43,location_1,K2,,5.986467320294091,spillback,,,0.8661372534417047,True
44,location_1,K2,,1.02914336119051,spillback,,,0.6826418704197971,False
45,location_1,K2,,3.936284674720712,spillback,,,0.3941919004624236,False
46,location_1,K2,,8.694134670488454,spillback,,,0.9057984098984114,True
47,location_1,K2,,7.625760554259806,spillback,,,0.8777694586274829,True
48,location_1,K2,,17.676095573159245,spillback,,,0.8502942860334282,True
49,location_1,K2,,8.323597754806297,spillback,,,0.2523659018024208,False
50,location_1,K2,,3.3784429679803663,spillback,,,0.1679402373628613,False
51,location_1,K2,,14.19912953174116,spillback,,,0.7658494613454221,False
52,location_1,K2,,17.417839589737206,spillback,,,0.5966702023597915,False
53,location_1,K2,,13.958342317622234,spillback,,,0.8348713135859513,True
54,location_1,K2,,4.913684568664262,spillback,,,0.3425209707870845,False
55,location_1,K2,,16.15594271924858,spillback,,,0.2090837257731697,False
56,location_1,K2,,4.314481199827513,spillback,,,0.1346269075212657,False
57,location_1,K2,,1.45071354166048,spillback,,,0.9015789618731846,True
58,location_1,K2,,2.658300740994335,spillback,,,0.9939813231625526,True
59,location_1,K2,,18.519813871084548,spillback,,,0.3053041580772051,False
0,location_1,K3,,3.8896320005296703,spillback,,,0.0900089305575467,False
1,location_1,K3,,18.263661528594,spillback,,,0.4366017096929263,False
2,location_1,K3,,18.836979406935026,spillback,,,0.4229389412275808,False
3,location_1,K3,,3.626539841703112,spillback,,,0.1019611346101612,False
4,location_1,K3,,1.8716698193266976,spillback,,,0.0901336119180106,False
5,location_1,K3,,19.53325918677181,spillback,,,0.5826390739708502,False
6,location_1,K3,,5.863835127073909,spillback,,,0.4212207122908943,False
7,location_1,K3,,15.274772164988908,spillback,,,0.3919146822192434,False
8,location_1,K3,,5.057447936538548,spillback,,,0.9095928515548622,True
9,location_1,K3,,13.392423207906443,spillback,,,0.6428433195191666,False
10,location_1,K3,,18.46790189526455,spillback,,,0.8998673858758532,True
11,location_1,K3,,0.7404274794412324,spillback,,,0.597518993024338,False
12,location_1,K3,,18.50503790344423,spillback,,,0.3839814891538432,False
13,location_1,K3,,12.734812324538565,spillback,,,0.1967280773849239,False
14,location_1,K3,,12.815426449746624,spillback,,,0.1057277674239967,False
15,location_1,K3,,3.016136956209305,spillback,,,0.3688848178497098,False
16,location_1,K3,,13.779105767889702,spillback,,,0.0580891728546612,False
17,location_1,K3,,0.8209816096382427,spillback,,,0.1283524353033903,False
18,location_1,K3,,17.1446706053679,spillback,,,0.478008465737493,False
19,location_1,K3,,10.653688181957016,spillback,,,0.4863277623735221,False
20,location_1,K3,,16.58461850294762,spillback,,,0.9673738960177288,True
21,location_1,K3,,10.153694247031432,spillback,,,0.5564183090725402,False
22,location_1,K3,,1.564806244430701,spillback,,,0.2386289074291069,False
23,location_1,K3,,16.86896450441261,spillback,,,0.1564051322047375,False
24,location_1,K3,,0.8190891146968227,spillback,,,0.5812476162278453,False
25,location_1,K3,,13.754853938502992,spillback,,,0.0542865262408721,False
26,location_1,K3,,14.93835327851113,spillback,,,0.9505810561928764,True
27,location_1,K3,,5.7916519140565,spillback,,,0.2550152117597831,False
28,location_1,K3,,7.358754445197356,spillback,,,0.3318299470707478,False
29,location_1,K3,,13.92423014326999,spillback,,,0.2478311361645769,False
30,location_1,K3,,7.746823738122231,spillback,,,0.4195658040628518,False
31,location_1,K3,,17.974176151910807,spillback,,,0.6740464157089965,False
32,location_1,K3,,17.409214778826104,spillback,,,0.2691642312832953,False
33,location_1,K3,,5.277451709890382,spillback,,,0.1313033298964441,False
34,location_1,K3,,4.692391336226787,spillback,,,0.7186860712302575,False
35,location_1,K3,,9.216590747985208,spillback,,,0.374577296000298,False
36,location_1,K3,,5.316943785462902,spillback,,,0.3130562083046353,False
37,location_1,K3,,8.503260769226312,spillback,,,0.2926452645119159,False
38,location_1,K3,,15.96139234754206,spillback,,,0.8203054206076642,True
39,location_1,K3,,8.052966665216372,spillback,,,0.8867639584457269,True
40,location_1,K3,,18.60585658622479,spillback,,,0.8287647342053079,True
41,location_1,K3,,3.219545741271046,spillback,,,0.7504297132612253,False
42,location_1,K3,,7.685308977549172,spillback,,,0.4119528085783156,False
43,location_1,K3,,17.92343735313263,spillback,,,0.9520169181507988,True
44,location_1,K3,,17.090916476653803,spillback,,,0.7974334994302718,False
45,location_1,K3,,2.4672777745254537,spillback,,,0.2230568330573916,False
46,location_1,K3,,18.4859222097043,spillback,,,0.0276517111803273,False
47,location_1,K3,,12.69038950575011,spillback,,,0.7971678751089255,False
48,location_1,K3,,8.253291251998704,spillback,,,0.8443939039846972,True
49,location_1,K3,,9.76406516041193,spillback,,,0.1792835217978405,False
50,location_1,K3,,2.363088008835057,spillback,,,0.962223548289582,True
51,location_1,K3,,18.74871632494182,spillback,,,0.1181025303931661,False
52,location_1,K3,,19.860512399257424,spillback,,,0.6340543087162467,False
53,location_1,K3,,3.4643665867897733,spillback,,,0.4385831793939978,False
54,location_1,K3,,15.0005074245303,spillback,,,0.7088725556480252,False
55,location_1,K3,,11.766182817030373,spillback,,,0.9786864884017112,True
56,location_1,K3,,0.0019870446297476,spillback,,,0.1367232337232486,False
57,location_1,K3,,8.59506226632211,spillback,,,0.4674061396322577,False
58,location_1,K3,,14.019261844940743,spillback,,,0.2288154328433777,False
59,location_1,K3,,11.579122440389693,spillback,,,0.0972541401336013,False
